similarity,sentence1,sentence2
2,smiling woman playing violin front turquoise background,woman playing instrument
0,two men glasses wearing striped shirts kitchen preparing meal washing,two men talking wives make dinner kitchen
1,two men glasses wearing striped shirts kitchen preparing meal washing,two men fixing wives romantic dinner valentines day
2,two men glasses wearing striped shirts kitchen preparing meal washing,two guys fixing meal kitchen
0,man wearing shorts playing acoustic guitar person background looks way,two women sing opera
1,man wearing shorts playing acoustic guitar person background looks way,smelly man plays guitar
2,man wearing shorts playing acoustic guitar person background looks way,guy plays music others look away
0,many people listening concert tv crew recording audience reaction,band practicing front empty room
2,many people listening concert tv crew recording audience reaction,people listening concert
1,many people listening concert tv crew recording audience reaction,people enjoying rock concert
1,four people emergency suits helmets spray water behind cement wall,emergency staff tends situation
1,four people emergency suits helmets spray water behind cement wall,fire fighters battling fire safely behind cement wall
0,four people emergency suits helmets spray water behind cement wall,four people watching television next wall
2,man park holding ball,man outdoors
1,man park holding ball,man playing basketball park
0,man park holding ball,man taking nap bed
2,sports match taking place one team wearing colors red white another team sporting colors black blue,two teams wearing different colors
0,sports match taking place one team wearing colors red white another team sporting colors black blue,two teams refusing play naked
1,sports match taking place one team wearing colors red white another team sporting colors black blue,two teams playing super bowl
2,older man large patches jeans looks young man swings axe downward toward tree stump,two men outside
1,older man large patches jeans looks young man swings axe downward toward tree stump,man finished cutting tree
0,older man large patches jeans looks young man swings axe downward toward tree stump,two men indoors playing checkers
0,three ladies wearing dresses bent muddy creek gathering green plants,three females airplane
2,three ladies wearing dresses bent muddy creek gathering green plants,three women outdoors
1,three ladies wearing dresses bent muddy creek gathering green plants,three botanists collecting things research
1,female basketball player dribbling court,basketball player destroying ball
2,female basketball player dribbling court,female basketball player dribbling
2,female basketball player dribbling court,female basketball player going court
1,surfer riding waves whilst another surfer sits board waiting,people surfing competition
0,surfer riding waves whilst another surfer sits board waiting,surfer watches friend eaten large shark
2,surfer riding waves whilst another surfer sits board waiting,people surfing
2,middleaged man works engine train rail tracks,guy working train
1,middleaged man works engine train rail tracks,man work black amtrack train
0,middleaged man works engine train rail tracks,guy driving work
2,man dark shirt overalls squatting gravel working railroad car,man dressed dark shirt overalls squatting gravel works railroad care
2,man dark shirt overalls squatting gravel working railroad car,man dark shirt overalls squatting gravel working railroad car
2,man dark shirt overalls squatting gravel working railroad car,several men wearing overalls working railroad car knelling gravel
2,man standing front room pointing several people seated look towards,man standing room pointing
0,man standing front room pointing several people seated look towards,man sitting outside
1,man standing front room pointing several people seated look towards,man teaching room
1,construction worker peeking manhole coworker sits sidewalk smiling,men playing hide go seek
0,construction worker peeking manhole coworker sits sidewalk smiling,workers inside manhole
2,construction worker peeking manhole coworker sits sidewalk smiling,worker looking manhole
2,group children walking trail,children walking
0,group children walking trail,people adults
1,group children walking trail,trail wide
1,boy colorful hat red shirt holding green seed beach,boy sitting sand
0,boy colorful hat red shirt holding green seed beach,boy sitting sofa home
2,boy colorful hat red shirt holding green seed beach,boy outdoors
2,young women black shirt holding bike young boy holding skateboard,young woman holding bike young man holding skateboard
0,young women black shirt holding bike young boy holding skateboard,young woman young boy holding hands
1,young women black shirt holding bike young boy holding skateboard,young woman young boy posing photo skateboard bike
1,white dog brown dog black dog frolicking grassy field,several dogs chasing frisbees grassy field
0,white dog brown dog black dog frolicking grassy field,dogs eating dinner kitchen
2,white dog brown dog black dog frolicking grassy field,several dogs playing outdoors
2,two men sleeping park bench slumped,two men sleeping
0,two men sleeping park bench slumped,two women sleeping
1,two men sleeping park bench slumped,men homeless
0,man wearing black balloon animal shirt making circle balloons,man wearing green
1,man wearing black balloon animal shirt making circle balloons,man knows make animals balloons
1,man wearing black balloon animal shirt making circle balloons,man clown many years
2,two men listening music headphones,two men listen music
1,two men listening music headphones,two men listen nine inch nails headphones
0,two men listening music headphones,two men play yoyos
0,woman smiling baby stroller meadow,woman angry baby
1,woman smiling baby stroller meadow,woman smiling child
2,woman smiling baby stroller meadow,woman outdoors
1,woman carrying shopping bag front fishers popcorn,woman way work
2,woman carrying shopping bag front fishers popcorn,woman shopping fishers popcorn
0,woman carrying shopping bag front fishers popcorn,woman sitting cafe
1,woman wearing sunglasses jeans tshirt walks street carrying bag,woman shopping earlier day
1,woman wearing sunglasses jeans tshirt walks street carrying bag,sunglasses worn woman thinks look good protect sun
0,woman wearing sunglasses jeans tshirt walks street carrying bag,woman sitting home
2,young boy chases away two canadian geese,young boy outdoors
0,young boy chases away two canadian geese,young boy watching tv
2,young boy chases away two canadian geese,young boy running
0,person standing top snow covered mountain,person stands beach hawaii
1,person standing top snow covered mountain,man stands mt washington
2,person standing top snow covered mountain,person stands mountain
0,well dressed man woman wearing floral dress dancing,man actually woman
2,well dressed man woman wearing floral dress dancing,man well dressed
1,well dressed man woman wearing floral dress dancing,man party
1,goalie watching action soccer game,goalie sitting highest bench stadium
2,goalie watching action soccer game,goalie standing net soccer game takes place
1,goalie watching action soccer game,goalie try stop balls team may try score team
2,two men pull fishing net red boat,two men fishing
1,two men pull fishing net red boat,two men fishing tuna
0,two men pull fishing net red boat,two men hunting deer
2,man wearing hard hat orange jacket standing front red ladder,man stands front ladder
0,man wearing hard hat orange jacket standing front red ladder,man floats ladder
1,man wearing hard hat orange jacket standing front red ladder,man getting ready climb ladder
1,woman reading book laundry room,book old
0,woman reading book laundry room,woman singing
2,woman reading book laundry room,woman reading book
1,photographed somewhat husky man wearing white black windowpaneplaid shirt dark trousers holding little boy wearing orange pants navyblue shirt,little boy mans son
2,photographed somewhat husky man wearing white black windowpaneplaid shirt dark trousers holding little boy wearing orange pants navyblue shirt,man kinda husky
0,photographed somewhat husky man wearing white black windowpaneplaid shirt dark trousers holding little boy wearing orange pants navyblue shirt,man holding daughter
0,indian women playing musical chairs white woman,indain woman playing cricket white woman
2,indian women playing musical chairs white woman,indian women playing musical chairs white woman door
1,indian women playing musical chairs white woman,indain woman playing well musical chairs
1,women hat making selling goods,woman wearing hat selling goods feed family
2,women hat making selling goods,woman selling goods wearing hat
0,women hat making selling goods,woman bar drinking beer
2,festival displays two men dressed red makeup costume older man cream face,festival displays two men dressed red makeup costume older man cream face
2,festival displays two men dressed red makeup costume older man cream face,two men dressed makeup
0,festival displays two men dressed red makeup costume older man cream face,couple filed divorce
0,old ban black hat tie walks city street,cat walking
0,old ban black hat tie walks city street,cat enjoying newspaper
0,old ban black hat tie walks city street,cat owner
1,two boys sitting eating ice cream,boys chocolate sprinkles ice cream
0,two boys sitting eating ice cream,boys asleep beds
2,two boys sitting eating ice cream,boys eating
1,motorcycle races,bike going fast
1,motorcycle races,bike racing cheetah
0,motorcycle races,bike moving
2,three children play grass multicolored umbrella wearing rainbow colored outfits,children play grass surrounded bright colors
0,three children play grass multicolored umbrella wearing rainbow colored outfits,children sit inside rainy day
1,three children play grass multicolored umbrella wearing rainbow colored outfits,children celebrate color
1,group people street dancing four men playing various conga drums,people participating tribal dance demostration
2,group people street dancing four men playing various conga drums,people dancing street
0,group people street dancing four men playing various conga drums,cat sleeping tree
0,well dressed man woman dancing street,two man dancing street
2,well dressed man woman dancing street,couple dancing street
2,well dressed man woman dancing street,well dressed man woman dancing
2,woman sunglasses making pouting face eating seafood,woman eating seafood
0,woman sunglasses making pouting face eating seafood,woman sunglasses taking stroll park
2,woman sunglasses making pouting face eating seafood,woman eating
1,woman white man black earring kissing,woman kisses fiance
0,woman white man black earring kissing,man brushes teeth
2,woman white man black earring kissing,two people kissing
0,two young girls looking barbie dolls,girl boy running toys
1,two young girls looking barbie dolls,one girl showing another barbie collection
2,two young girls looking barbie dolls,two girls watching dolls
2,child winter gear hiding inside cave made snow snowing,kid playing snow
1,child winter gear hiding inside cave made snow snowing,child winter gear hiding friends cave made snow
0,child winter gear hiding inside cave made snow snowing,child shorts playing stones
2,darkhaired girl spotted shirt pointing picture sitting next boy purple shirt jeans,girl pointing picture
2,darkhaired girl spotted shirt pointing picture sitting next boy purple shirt jeans,darkhaired girl spotted shirt pointing picture sitting next boy wearing purple shirt jeans
0,darkhaired girl spotted shirt pointing picture sitting next boy purple shirt jeans,guy broke keyboard
2,two young children skateboard going across sidewalk,two kids playing outside
0,two young children skateboard going across sidewalk,two young children riding bike
1,two young children skateboard going across sidewalk,two young children going park
0,two fencers dressed sports traditional white suit protective mask practice dueling,two women play water polo
2,two fencers dressed sports traditional white suit protective mask practice dueling,pair fencers practice together
1,two fencers dressed sports traditional white suit protective mask practice dueling,two people slash violently
2,people running two lane road,humans moving fast
0,people running two lane road,people sleeping bed
1,people running two lane road,people antiabortion rally two lane road
0,guys white shirts horse around near park,girls eat lunch park
1,guys white shirts horse around near park,two guys wearing long sleeve white shirts flirt
2,guys white shirts horse around near park,guys wearing white shirts play around park
0,man back friend,woman carries young son back
2,man back friend,man holding friend
1,man back friend,man back friend swimming pool
1,two women bathing suits climb rock piles ocean,women trying show spouses
0,two women bathing suits climb rock piles ocean,women dresses climb lobster piles
2,two women bathing suits climb rock piles ocean,women bathing suits climb rock piles
1,two women bathing suit large rocks ocean,two women dive ocean
2,two women bathing suit large rocks ocean,two women outside
0,two women bathing suit large rocks ocean,two women sit mountaintop
1,someone taking brown canoe lake,person vacation
0,someone taking brown canoe lake,person hospital
2,someone taking brown canoe lake,person carrying canoe
1,man riding back garbage truck,man saves money hitching ride garbage truck
1,man riding back garbage truck,man catches lift garbage truck
0,man riding back garbage truck,woman brushes teeth
1,several people wearing foil crowns gathered around table eating,group people eating mud soup
1,several people wearing foil crowns gathered around table eating,group people sat around eating dinner
2,several people wearing foil crowns gathered around table eating,group people filling belly food
2,man laying platform outside rocks,man lays something
1,man laying platform outside rocks,man lays exhausted running 3 miles
0,man laying platform outside rocks,man takes nap couch
1,woman sitting mans lap brown armchair,man holding woman around waist
0,woman sitting mans lap brown armchair,man woman seated separately facing
2,woman sitting mans lap brown armchair,woman man resting together armchair
2,golfer finished swinging club,human outside
1,golfer finished swinging club,golfer teeing masters
0,golfer finished swinging club,man shoveling snow
0,motorcycle rider making sharp turn,motorcycle ride straight road
2,motorcycle rider making sharp turn,motorcyclist turning
1,motorcycle rider making sharp turn,motorcycle rider male
2,child turning crank benches behind,child front benches
0,child turning crank benches behind,person sleeping
1,child turning crank benches behind,child playing jackinthebox park
1,young woman sits crosslegged beside purse grass among crowd dogs,young woman taking break grass walking dogs
2,young woman sits crosslegged beside purse grass among crowd dogs,dogs standing around crosslegged woman grass
0,young woman sits crosslegged beside purse grass among crowd dogs,woman couch dogs
0,woman red shirt blue jeans walking outside man khaki jacket right behind,man army jacket following woman pink dress
1,woman red shirt blue jeans walking outside man khaki jacket right behind,man following woman red shirt car
2,woman red shirt blue jeans walking outside man khaki jacket right behind,man woman walking outside
0,football player blue yellow uniform tackling another player white gold uniform,football player drinking water bench
1,football player blue yellow uniform tackling another player white gold uniform,football game first season
2,football player blue yellow uniform tackling another player white gold uniform,football player wearing blue yellow
1,man dark shirt light shorts standing next person wearing light shirt sidewalk,couple pose together
0,man dark shirt light shorts standing next person wearing light shirt sidewalk,two men stand inside cafe
2,man dark shirt light shorts standing next person wearing light shirt sidewalk,two people stand together outside
2,surfer wearing red shirt takes huge blue wave,surfer red catches wave
0,surfer wearing red shirt takes huge blue wave,surfer wipes large wave
0,person surfing large wave,dog surfing wave
1,person surfing large wave,person surfing competition
2,person surfing large wave,person surfing
0,ample darkskinned man looks back camera behind buffet,thin woman glares salad
1,ample darkskinned man looks back camera behind buffet,man looks behind indian buffet
2,ample darkskinned man looks back camera behind buffet,man looks behind buffet
2,black dog runs along green grass carrying toy mouth,black dog runs grass carrying toy
1,black dog runs along green grass carrying toy mouth,dog playing fetch
0,black dog runs along green grass carrying toy mouth,white dog sitting tree
0,man relaxing bench bus stop,man stood next bench
1,man relaxing bench bus stop,man waited bus relaxed bench
2,man relaxing bench bus stop,man relaxes bench
1,outside wedding ceremony asian couple umbrella shielded blaring sun,asian people getting married beach
2,outside wedding ceremony asian couple umbrella shielded blaring sun,asian people outside
0,outside wedding ceremony asian couple umbrella shielded blaring sun,two old ladies reading newspaper
2,man yellow excavator construction site,guy excavator
0,man yellow excavator construction site,orange peeled
1,man yellow excavator construction site,guy excavator job
0,four people dine restaurant,people motel sleeping
2,four people dine restaurant,four people dining
1,four people dine restaurant,people coworkers
2,young child dark shoulder length hair yellow shirt pink pants walking eating cheerios ziplock bag,child eats cheerios
1,young child dark shoulder length hair yellow shirt pink pants walking eating cheerios ziplock bag,child wishes milk
0,young child dark shoulder length hair yellow shirt pink pants walking eating cheerios ziplock bag,child sits chair
2,group people gathered woods around trees ladder,people gathered woods
0,group people gathered woods around trees ladder,miners work hard gathering coal
1,group people gathered woods around trees ladder,people picking apples
0,volleyball player hitting ball beach,soccer player kicking ball
2,volleyball player hitting ball beach,volleyball player hitting ball
1,volleyball player hitting ball beach,volleyball player spikes ball beach
0,man hat apron flipping pancake tossing air back pan,male surfing day
1,man hat apron flipping pancake tossing air back pan,man cooking wheat pancakes
2,man hat apron flipping pancake tossing air back pan,male cooking food
0,young child enjoying water rock scenery dog,teenage boy taking cat walk beside water
2,young child enjoying water rock scenery dog,child dog enjoying fresh air
1,young child enjoying water rock scenery dog,child dog hoping ice cream later
2,asian teen playing game,teen asian
1,asian teen playing game,game final fantasy
1,asian teen playing game,teen happy
2,man standing rowboat bird perched boat,rowboat water man standing
0,man standing rowboat bird perched boat,man pedaling bicycle along pier
1,man standing rowboat bird perched boat,man professional fisherman
2,two dogs run around inside fence,two dogs inside fence
0,two dogs run around inside fence,two dogs sleep inside fence
1,two dogs run around inside fence,two puppies run around inside fence
2,man cooking pies oven,oven pies
0,man cooking pies oven,oven turkeys
1,man cooking pies oven,man cooking oven mits
0,woman blondhair blue boots walks among crowd pedestrians city street looking something,woman sitting cafe eating lunch
2,woman blondhair blue boots walks among crowd pedestrians city street looking something,woman walking outside
1,woman blondhair blue boots walks among crowd pedestrians city street looking something,woman watching plane fly overhead
1,goldencolored dog eyes alert holds brightly colored tennis ball mouth,dog fast
2,goldencolored dog eyes alert holds brightly colored tennis ball mouth,dog light colored
0,goldencolored dog eyes alert holds brightly colored tennis ball mouth,dog black
0,two bikers riding along street marathon passersby clap,biker forgets sign race
1,two bikers riding along street marathon passersby clap,people cheer bikers
1,two bikers riding along street marathon passersby clap,two bikers compete marathon charity
1,baby crying getting diaper changed,baby tired
2,baby crying getting diaper changed,baby cries getting diaper changed
0,baby crying getting diaper changed,baby eating
1,young girl cute hat pink sweater pushes toy lawn mower front bicycle,girl black hat
2,young girl cute hat pink sweater pushes toy lawn mower front bicycle,girl hat
1,young girl cute hat pink sweater pushes toy lawn mower front bicycle,girl got hat birthday
0,man red shirt looking woman redhair,person staring vision
1,man red shirt looking woman redhair,person leering another
1,man red shirt looking woman redhair,person staring girl think recognizes
1,woman tugging white sheet laughing,woman changing sheets bed
0,woman tugging white sheet laughing,woman trying new dress
2,woman tugging white sheet laughing,person amused
1,young girl cools sliding water slide,girl water park
2,young girl cools sliding water slide,girl goes water slide
0,young girl cools sliding water slide,one sliding water slide
0,older asian man wearing orange robes urban area,man baseball uniform
2,older asian man wearing orange robes urban area,man city
1,older asian man wearing orange robes urban area,old man monk
2,people shopping marketplace,people shopping
1,people shopping marketplace,people shopping groceries
0,people shopping marketplace,woman swimming ocean
2,two people sitting station,couple people inside standing
1,two people sitting station,married couple waiting train
0,two people sitting station,jazz trio giving performance white house
2,two boys swimming underwater pool girl swimming background,kids picture
1,two boys swimming underwater pool girl swimming background,diving coins bottom pool
0,two boys swimming underwater pool girl swimming background,playing sand box
2,two ladies reading sign shading sun umbrellas,two ladies daytime
1,two ladies reading sign shading sun umbrellas,two women read sign directions
0,two ladies reading sign shading sun umbrellas,two women use umbrellas keep dry rain
1,two asian women wear sandals long silk robes hold umbrellas,women japan take shelter rain
0,two asian women wear sandals long silk robes hold umbrellas,two men bask sunlight
1,two asian women wear sandals long silk robes hold umbrellas,two women stand rain
0,woman viewed window sits restaurant table puts red shopping bag,woman trying pair black knee high stiletto boots
1,woman viewed window sits restaurant table puts red shopping bag,woman lunch spending day shopping
2,woman viewed window sits restaurant table puts red shopping bag,woman restaurant
1,image,single color displayed instead image
0,image,image
2,image,image seen
1,man working computer two people sit talk front,man works computer two people sit chat business
0,man working computer two people sit talk front,bear working computer two people sit gawk
1,man working computer two people sit talk front,two people sat chatted bit guy removed virus
1,bundled boy sleds slope,boy sledding red sleigh
2,bundled boy sleds slope,boy sledding
0,bundled boy sleds slope,boy surfing
2,two men uniforms soccer field behind line waiting play,two men waiting play soccer
0,two men uniforms soccer field behind line waiting play,two men waiting bus
1,two men uniforms soccer field behind line waiting play,two men waiting play soccer may
0,woman playing cats taking pictures,woman playing dolls
2,woman playing cats taking pictures,woman spending time cats
1,woman playing cats taking pictures,woman encouraging two cats interact one another
0,young woman dressed princess waving others inside ride carriage large replica disney character dumbo,young woman sleeping bed
2,young woman dressed princess waving others inside ride carriage large replica disney character dumbo,female clothes moving vehicle waving hands left right air
1,young woman dressed princess waving others inside ride carriage large replica disney character dumbo,young woman dressed princess waving crowd macys parade
0,young woman holding newborn arms still wearing hospital bracelet laying hospital bed,young woman holding gun
1,young woman holding newborn arms still wearing hospital bracelet laying hospital bed,young woman happily holding newborn
2,young woman holding newborn arms still wearing hospital bracelet laying hospital bed,young woman holding newborn
1,three young men watching tennis match large screen outdoors,three young men watching tennis match screen outdoors brother playing
2,three young men watching tennis match large screen outdoors,young men watch tennis match screen outdoors
0,three young men watching tennis match large screen outdoors,three men enjoy football game plasma indoors
2,large amount persons flying kites park,lot people flying kites
0,large amount persons flying kites park,one person flying kite
1,large amount persons flying kites park,lot kids dlying kites easter
0,maroon car many decals signs topped gray bundle tied roof near drivers door man leaning car,car green
0,maroon car many decals signs topped gray bundle tied roof near drivers door man leaning car,bundle black
1,maroon car many decals signs topped gray bundle tied roof near drivers door man leaning car,roof high air
0,man taking pictures hanging outside red rally car,man alone bathroom
1,man taking pictures hanging outside red rally car,man race car driver
2,man taking pictures hanging outside red rally car,man near car
0,man yellow outfit fixing something corner house,man breaking house
1,man yellow outfit fixing something corner house,man outfit repairman
2,man yellow outfit fixing something corner house,man wearing yellow outfit repairing something corner house
0,happy little girl rides merrygoround,girl completely lost
1,happy little girl rides merrygoround,girl rode horse ride
2,happy little girl rides merrygoround,little girl rides merrygoround
2,woman blue skirt sleeping cardboard box picture mary baby jesus,homeless woman sleeps protective gaze blessed mother
2,woman blue skirt sleeping cardboard box picture mary baby jesus,person sleeping cardboard box picture religious icons
0,woman blue skirt sleeping cardboard box picture mary baby jesus,homeless man suffering hypothermia ruins burned building
0,man holding bottle wine box head,man singing front live audience
1,man holding bottle wine box head,man trying best drop bottle wine
1,man holding bottle wine box head,man hiding face box head
0,three colorful boats person sitting middle one,dance party boat
1,three colorful boats person sitting middle one,person early boating race
1,three colorful boats person sitting middle one,people like go boating
0,two men fake mustaches dressed like archaeologist explorers,clean shaven youths wearing formal prom attire
2,two men fake mustaches dressed like archaeologist explorers,people wearing disguises
1,two men fake mustaches dressed like archaeologist explorers,two actors dress play part neighborhood theater play
2,blond woman holding 2 golf balls reaching golf hole,blonde female reaching golf hole holding two golf balls
1,blond woman holding 2 golf balls reaching golf hole,blonde woman playing golf
0,blond woman holding 2 golf balls reaching golf hole,blond woman sitting
1,two horse riders three walkers going dusty path,five people rain path
0,two horse riders three walkers going dusty path,five people seated
2,two horse riders three walkers going dusty path,five people path
1,group people dressed wizard queen possibly lobster smiling looking camera,people dressed halloween
0,group people dressed wizard queen possibly lobster smiling looking camera,man suit sits alone
2,group people dressed wizard queen possibly lobster smiling looking camera,people dressed costume
1,autumn man holding box approaches red truck parking lot,man delivering box old lady parking lot
1,autumn man holding box approaches red truck parking lot,man carrying box car
2,autumn man holding box approaches red truck parking lot,fall day man walks toward truck holding box
0,two dogs shaking dry sand,dogs swim ocean
1,two dogs shaking dry sand,two brown dogs shake dry beach
2,two dogs shaking dry sand,two dogs shake water get dry
1,skier flip trees,skier winning competition
0,skier flip trees,man water skiing
2,skier flip trees,skier tricks
2,man reading paper cafe,man reading paper drinking cafe
0,man reading paper cafe,man playing ice hockey
2,man reading paper cafe,man starring piece paper
0,young indian boy sitting thinking future,man teaches daughter ride horse
1,young indian boy sitting thinking future,boy considers college
2,young indian boy sitting thinking future,boy thinks
1,police officer standing train,cop standing train way work
2,police officer standing train,man standing train
1,police officer standing train,cop handcuffing someone
0,snowboarder sails air,young snowboarder sips hot chocolate cabin
1,snowboarder sails air,snowboarder jumps air tricks
2,snowboarder sails air,snowboarder snowboarding
1,brown dog blue muzzle running green grass,mean dog wearing muzzle keep attacking cats
0,brown dog blue muzzle running green grass,dog wearing green muzzle blue grass
2,brown dog blue muzzle running green grass,brown dog wearing muzzle
1,woman closes eyes plays cello,woman performing audience
0,woman closes eyes plays cello,woman eyes open
2,woman closes eyes plays cello,woman making music
2,man wearing black pants black shirt orange hat using nail gun attach tar paper roof,man using nail gun attach paper tar roof
0,man wearing black pants black shirt orange hat using nail gun attach tar paper roof,man merry go round
1,man wearing black pants black shirt orange hat using nail gun attach tar paper roof,building colored blue
0,male construction worker hammers nail,construction worker eating sandwich lunch break
1,male construction worker hammers nail,construction worker drives nail kitchen wall
2,male construction worker hammers nail,construction worker drives nail
0,water polo swimmers competing loose ball,group basketball players swimming together
2,water polo swimmers competing loose ball,group water polo swimmers water polo match
2,water polo swimmers competing loose ball,group water polo swimmers swimming together pool
2,darkhaired drummer playing set enthusiasm,drummer performing
1,darkhaired drummer playing set enthusiasm,drummer playing set audience event
0,darkhaired drummer playing set enthusiasm,drummer playing poker
1,snowboarder leaps air dark background,man wearing heavy snow coat
0,snowboarder leaps air dark background,man eating icecream
1,snowboarder leaps air dark background,man outside snowboarding hill
0,man business suit crosses street,man wearing white robe around house
1,man business suit crosses street,man walking job interview
2,young man dressed black dress clothes lies head resting lap older man plain clothes,older younger man together
0,young man dressed black dress clothes lies head resting lap older man plain clothes,two men sit bench backs together
1,young man dressed black dress clothes lies head resting lap older man plain clothes,one man dressed night
2,asian woman preparing vegetables market,woman preparing vegetables
1,asian woman preparing vegetables market,woman preparing vegetables stirfry
0,asian woman preparing vegetables market,woman home
2,two people look two red motorcycles place religious murals wall,two people looking motorcycles
0,two people look two red motorcycles place religious murals wall,two people looking cars
1,two people look two red motorcycles place religious murals wall,two people looking motorcycles planning buy one
1,team yellow red blue jerseys sit next road watch tiger mascot,students watch schools mascot
0,team yellow red blue jerseys sit next road watch tiger mascot,tiger mascot alone
2,team yellow red blue jerseys sit next road watch tiger mascot,people watch tiger mascot
2,front side food vendor park,food vendor park
0,front side food vendor park,park empty
1,front side food vendor park,vendor selling hot dogs
0,woman wearing scarf hat coat holding shopping bag looking phone standing front store,woman inside store browsing
2,woman wearing scarf hat coat holding shopping bag looking phone standing front store,woman wearing scarf hat coat holding shopping bag outside store
1,woman wearing scarf hat coat holding shopping bag looking phone standing front store,woman texting boyfriend
1,man stunts bicycle,crowd astonished
0,man stunts bicycle,man skating backwards crowd
1,man stunts bicycle,man showing
0,girl flower dress running sand,girl wearing green striped dress
1,girl flower dress running sand,girl racing sister
2,girl flower dress running sand,girl running
0,soccer player wearing white shorts orange green shirt holds ball guarded another soccer player blue uniform,football player throws touchdown pass
2,soccer player wearing white shorts orange green shirt holds ball guarded another soccer player blue uniform,soccer player holds soccer ball
1,soccer player wearing white shorts orange green shirt holds ball guarded another soccer player blue uniform,professional soccer player holds soccer ball
1,man black reading book group people,man reading children
0,man black reading book group people,man talking mirror
2,man black reading book group people,man reading
1,male volleyball players red attempt score team lighter red,volleyball players red beating team
2,male volleyball players red attempt score team lighter red,guys playing volleyball
0,male volleyball players red attempt score team lighter red,women rollerblading
2,woman throwing daggers target carrot,person throwing things
1,woman throwing daggers target carrot,woman athletic ability targeting carrots blades
0,woman throwing daggers target carrot,woman skiing
2,woman green shirt jeans throws spear toward target background painted carrot across parking lot,woman throwing spear towards target
1,woman green shirt jeans throws spear toward target background painted carrot across parking lot,woman participating spear throwing contest
0,woman green shirt jeans throws spear toward target background painted carrot across parking lot,woman shooting bow painted pumpkin target
1,man wearing dark clothes walks street wall graffiti left,man looking graffiti
2,man wearing dark clothes walks street wall graffiti left,man walks past graffiti
0,man wearing dark clothes walks street wall graffiti left,man painting street
1,group people riding bikes marathon people line street,people lining street family members
0,group people riding bikes marathon people line street,people riding bikes running police
2,group people riding bikes marathon people line street,people riding bikes marathon
0,three women wearing belly dancing costumes pictured color background shot black white,three women snowsuits eat racoon
2,three women wearing belly dancing costumes pictured color background shot black white,three women dance belly dancing costumes
2,three women wearing belly dancing costumes pictured color background shot black white,three women wear belly dancing costumes
0,woman walking smiling holding shopping bag,women hate shopping
1,woman walking smiling holding shopping bag,women came back shopping mall
1,woman walking smiling holding shopping bag,women go shopping men stay home
1,person boat shore,guy boat shore fishing
1,person boat shore,sleeping boat
1,person boat shore,guy boat shore
1,person yellow slicker driving motorboat next beach,fisherman heading home night
0,person yellow slicker driving motorboat next beach,whale eating fisherman
2,person yellow slicker driving motorboat next beach,person boat
0,two boys green white uniforms play basketball two boys blue white uniforms,eight girls dresses playing basketball
2,two boys green white uniforms play basketball two boys blue white uniforms,boys playing basketball
2,two boys green white uniforms play basketball two boys blue white uniforms,two different teams playing basketball
2,referee talking couple soccer players red jerseys,soccer game today
0,referee talking couple soccer players red jerseys,soccer players casually kicking ball street
1,referee talking couple soccer players red jerseys,soccer players told wrong
1,white blue car street,sedan parked near school
2,white blue car street,vehicle street
0,white blue car street,car driving cliff
2,young boy hanging onto clothing rack,boy hangs rack
1,young boy hanging onto clothing rack,boy hanging onto purple clothing rack
0,young boy hanging onto clothing rack,girl stands near clothing rack
0,boy toddler play outside clothes rack full tied dye shirts,toddler playing inside house
2,boy toddler play outside clothes rack full tied dye shirts,toddler playing outside
1,boy toddler play outside clothes rack full tied dye shirts,toddler enjoying sunny weather
2,two men playing basketball one man making shot,two men playing basketball
1,two men playing basketball one man making shot,men different teams
0,two men playing basketball one man making shot,men playing soccer
1,man trying block another man shooting ball,man goalie
0,man trying block another man shooting ball,man playing guitar concert
2,man trying block another man shooting ball,man near ball
2,man black coat eats doughnut men look frame,man black coat eats doughnut
1,man black coat eats doughnut men look frame,man black coat covered powdered sugar
0,man black coat eats doughnut men look frame,naked man eats doughnut
2,woman black seen behind sits next body water,woman sits outside
1,woman black seen behind sits next body water,woman sits relaxes
0,woman black seen behind sits next body water,woman leaps balcony ground
0,orange car driving across steel bridge city,car driving highway towards countryside
1,orange car driving across steel bridge city,car driving across bridge way work
2,orange car driving across steel bridge city,car driving across bridge
0,young man wearing black jumps height people clap,man wearing yellow
2,young man wearing black jumps height people clap,man jumping something
1,young man wearing black jumps height people clap,man jumping cliff
1,korean gentlemen kicks leg,person dancing
0,korean gentlemen kicks leg,person stands two feet
2,korean gentlemen kicks leg,person kicking
0,man wearing yellow sneakers black vest water board hangs onto waterski line appears towed boat,dog swimming towards stick
1,man wearing yellow sneakers black vest water board hangs onto waterski line appears towed boat,man lake learning waterboard slowly
2,man wearing yellow sneakers black vest water board hangs onto waterski line appears towed boat,man moving water
1,two woman talk middle parking lot near two cars random people wander nearby,sisters talk middle lot
2,two woman talk middle parking lot near two cars random people wander nearby,two women near cars talk middle lot
0,two woman talk middle parking lot near two cars random people wander nearby,two men talk middle lot
1,graffiti side asian warehouse,graffiti artist made urban tag sign local warehouse
1,graffiti side asian warehouse,letters building
0,graffiti side asian warehouse,neon sign new building
1,people working white pipes,men fixing pipes
0,people working white pipes,people ruining red pipes
2,people working white pipes,people working white pipes
2,man talks cellphone private,man cellphone
1,man talks cellphone private,man talking wife cellphone
0,man talks cellphone private,man throws cellphone ground
2,baby wearing bib makes funny face camera,baby bib making funny faces camera
