similarity,sentence1,sentence2
1,blond woman sitting curb night man black shirt stands checks phone,man stands next girlfriend looks phone
0,blond woman sitting curb night man black shirt stands checks phone,two people stand near street midday
2,blond woman sitting curb night man black shirt stands checks phone,man looks phone standing blonde woman curb
1,man asleep door barber shop,man asleep barbers door
0,man asleep door barber shop,man asleep ocean
2,man asleep door barber shop,man asleep doorway
0,woman fixing shoes man looks cellphone,woman walking barefoot
2,woman fixing shoes man looks cellphone,woman stops tie show husband checking phone
1,woman fixing shoes man looks cellphone,woman trips shoelace man phone doesnt notice
0,man dark clothing photographs model sitting shopping mall parking lot,woman photographs man parking lot
2,man dark clothing photographs model sitting shopping mall parking lot,man takes pictures model parking lot
1,man dark clothing photographs model sitting shopping mall parking lot,photographers photographs model portfolio
2,baby laughs reflection mirror,infant picture
1,baby laughs reflection mirror,baby sees first time mirror
0,baby laughs reflection mirror,baby comedy show
0,barefoot woman reads book along water,woman finished lacing shoes
1,barefoot woman reads book along water,woman lake shoes next
2,barefoot woman reads book along water,woman isnt wearing shoes
0,two boys wearing sports uniforms stand grassy field,boys inside house
1,two boys wearing sports uniforms stand grassy field,boys playing soccer
2,two boys wearing sports uniforms stand grassy field,two boys outside
2,shadows appears two men grabbing another man atop large building,shadows people
0,shadows appears two men grabbing another man atop large building,man gives speech school
1,shadows appears two men grabbing another man atop large building,shadows people fighting seen
1,woman wearing hat making bread,head chef makes bread
0,woman wearing hat making bread,woman trying hats
2,woman wearing hat making bread,woman making bread
1,cheerleaders build pyramid near goalline,cheerleaders practice field big day
2,cheerleaders build pyramid near goalline,group cheerleaders field together
0,cheerleaders build pyramid near goalline,cheerleaders sit sidelines team loses
0,cheerleaders made three people pyramids,football players made three people pyramids
2,cheerleaders made three people pyramids,cheerleaders made people pyramids
1,cheerleaders made three people pyramids,fit cheerleaders made three people pyramids
1,skateboarder without shirt grabs board air,skateboarder wears red shorts
0,skateboarder without shirt grabs board air,skateboarder wearing shirt
2,skateboarder without shirt grabs board air,skateboarder shirtless
0,group cheerleaders red outfits,cheerleaders wearing mascot suit
2,group cheerleaders red outfits,cheeleaders wearing red school colors
1,group cheerleaders red outfits,cheerleaders practice routine
1,child front reflection turning towards camera smiling,boy smiles camera
0,child front reflection turning towards camera smiling,angry child rides horse
2,child front reflection turning towards camera smiling,child smiles camera
0,small blond child bright red shirt smiles sitting inside lexmark box,small blond man bright red shirt smiles sitting inside lexmark box
1,small blond child bright red shirt smiles sitting inside lexmark box,small sad child bright red shirt smiles sitting inside lexmark box
2,small blond child bright red shirt smiles sitting inside lexmark box,small child bright red shirt smiles sitting inside lexmark box
1,young child playing lexmark box using fort,young child building fort boxes family discarded
0,young child playing lexmark box using fort,young child building blanket fortress
2,young child playing lexmark box using fort,child playing box
1,bicyclist riding road wearing helmet black jacket,bicyclist riding road biking gear
0,bicyclist riding road wearing helmet black jacket,bicyclist fixing bike
2,bicyclist riding road wearing helmet black jacket,bicyclist riding road
0,woman black jacket blue pants rides bike shoulder construction area,boy rides hobby horse
2,woman black jacket blue pants rides bike shoulder construction area,woman bike
1,woman black jacket blue pants rides bike shoulder construction area,woman rider bike work
0,man red shirt holding red piece clothing,man holding black pair pants
1,man red shirt holding red piece clothing,man holding matching jacket suit
2,man red shirt holding red piece clothing,man holding something
0,person bike riding bright orange sign,man hails taxi country
1,person bike riding bright orange sign,man rides bike construction
2,person bike riding bright orange sign,person rides bike
2,woman riding bike,woman outside
1,woman riding bike,woman competing bicycle marathon
0,woman riding bike,woman enjoying chocolate milk long work
0,happy older couple share dance younger dancing woman looks,older couple sit watch young woman dance
1,happy older couple share dance younger dancing woman looks,happy older couple share dance younger dancing woman looks smiling
2,happy older couple share dance younger dancing woman looks,people attend dance
0,white black dog jumping redhaired dog grass,dog jumps princess
1,white black dog jumping redhaired dog grass,dog barely jumps another lazy dog
2,white black dog jumping redhaired dog grass,dog jumps dog
0,two people sit wooden bench face talk,two people playing catch
1,two people sit wooden bench face talk,two women sitting bench outside
2,two people sit wooden bench face talk,two people talking sitting
2,group people sit watching event behind tim hortons sign,group people sitting
1,group people sit watching event behind tim hortons sign,group people sitting behind sign warm weather
0,group people sit watching event behind tim hortons sign,group people standing outdoors
2,small white dogs leaps back larger dog chase toy,large dog beneath small dog
0,small white dogs leaps back larger dog chase toy,dogs baking cookies
1,small white dogs leaps back larger dog chase toy,small dog hungry
2,man hovers woman seated art gallerys front desk,man woman desk
0,man hovers woman seated art gallerys front desk,man woman sitting bench reading books
1,man hovers woman seated art gallerys front desk,man woman working gallery raise money poor children
2,racedog number 8,racing dog number 8
0,racedog number 8,race dog number 9
1,racedog number 8,race dog number 8
0,dog wearing number 8 running race,dog sleeping
1,dog wearing number 8 running race,dog fast
2,dog wearing number 8 running race,dog digit
0,greyhound runs race bee striped jacket number eight,greyhound wearing number seven
1,greyhound runs race bee striped jacket number eight,greyhound extremely fast
2,greyhound runs race bee striped jacket number eight,greyhound running around track
1,greyhound dog wearing yellow black shirt runs along dirt racetrack,greyhound dog runs along dirt track chases greyhounds
0,greyhound dog wearing yellow black shirt runs along dirt racetrack,beagle wearing yellow black shirt
1,greyhound dog wearing yellow black shirt runs along dirt racetrack,dog running fake rabbit
0,greyhound dog wearing yellow black shirt runs along dirt racetrack,horse races around track
0,greyhound dog wearing yellow black shirt runs along dirt racetrack,puppy laying couch
1,greyhound dog wearing yellow black shirt runs along dirt racetrack,dog running race
1,greyhound dog wearing yellow black shirt runs along dirt racetrack,race dog competing
2,greyhound dog wearing yellow black shirt runs along dirt racetrack,animal running outdoors
0,greyhound dog wearing yellow black shirt runs along dirt racetrack,dog sitting waiting petted
0,greyhound dog wearing yellow black shirt runs along dirt racetrack,cat racetrack
2,greyhound dog wearing yellow black shirt runs along dirt racetrack,dog running
2,greyhound dog wearing yellow black shirt runs along dirt racetrack,dog animal
2,greyhound dog wearing yellow black shirt runs along dirt racetrack,dog racetrack
1,greyhound dog wearing yellow black shirt runs along dirt racetrack,racetrack long
2,greyhound dog wearing yellow black shirt runs along dirt racetrack,animal outside
1,gray dog muzzle 8 yellow striped identification running,gray dog win race
0,gray dog muzzle 8 yellow striped identification running,gray dog sleeping floor
2,gray dog muzzle 8 yellow striped identification running,dog running race
0,man wearing white clothes blue backpack waits blond woman sign book,man watching movie
1,man wearing white clothes blue backpack waits blond woman sign book,man getting autograph book signing
1,man wearing white clothes blue backpack waits blond woman sign book,man waiting line
1,man dressed red marketplace,male vendor stands behind fruit stand marketplace
2,man dressed red marketplace,man standing market
0,man dressed red marketplace,man sitting office
2,person performing wheelie trick motorcycle parking lot,person stunt motorbike
0,person performing wheelie trick motorcycle parking lot,woman rides unicycle parking lot
1,person performing wheelie trick motorcycle parking lot,daredevil performs stunt motorbike
2,man standing motorcycle stunt,stuntman motorcycle
0,man standing motorcycle stunt,man crashes car pole
1,man standing motorcycle stunt,stuntman vaults motorcycle
0,motorcycle daredevil reared motorcycle,motorcyle crashes pile cars
2,motorcycle daredevil reared motorcycle,motorcylist rides bike
1,motorcycle daredevil reared motorcycle,motorcycle rider jumps cars
0,someone riding sideways motorcycle,rider straddling motorcycle
0,someone riding sideways motorcycle,person laying bedroom
2,someone riding sideways motorcycle,someone riding side saddled motor bike
0,someone riding sideways motorcycle,someone parked car street
0,someone riding sideways motorcycle,individual sat bench subway terminal
2,someone riding sideways motorcycle,person motorcycle
1,someone riding sideways motorcycle,rider getting ready leap motorcycle
1,someone riding sideways motorcycle,child learning ride motorcycle doesnt quite know mount
2,someone riding sideways motorcycle,person machine
1,someone riding sideways motorcycle,person wanted show crowd onlookers
2,someone riding sideways motorcycle,person motorcycle
1,someone riding sideways motorcycle,man rides motorcycle sideways countryside
0,someone riding sideways motorcycle,birds tree singing eating worms
2,someone riding sideways motorcycle,person motorcycle ridding sideways
1,someone riding sideways motorcycle,motorcycle rider showing
1,young man standing one hand front audience,crowd applauded young man standing one hand
0,young man standing one hand front audience,young man played guitar
2,young man standing one hand front audience,young adult stood one hand performance
0,man hood performing front group onlookers,man home sleeping
2,man hood performing front group onlookers,man performing
1,man hood performing front group onlookers,man paid
2,guy one hand throwing feet surrounded crowd,man performs tricks crowd
0,guy one hand throwing feet surrounded crowd,guy practicing stunts living room
1,guy one hand throwing feet surrounded crowd,man performing city sidewalk
0,man gray hat tank top black shorts handstand,man reading newspaper seated desk
1,man gray hat tank top black shorts handstand,man performing circus
2,man gray hat tank top black shorts handstand,man hands ground
0,woman blondhair glasses necklace green blue floral dress holding yellow container,woman brown hair holding frying pan
1,woman blondhair glasses necklace green blue floral dress holding yellow container,woman arrives potluck brings container famous stew
2,woman blondhair glasses necklace green blue floral dress holding yellow container,blond woman floral dress holding container
1,lady sitting edge dock reading book listening music,woman outdoors
0,lady sitting edge dock reading book listening music,woman inside watching tv
2,lady sitting edge dock reading book listening music,lady outside reading listening music
2,man getting book autographed,gentleman proffered book autograph
0,man getting book autographed,man buying diapers local costco
1,man getting book autographed,man wanted famous author sign book
0,man beard woman sunglasses standing front liquor store,children school
2,man beard woman sunglasses standing front liquor store,man women standing
1,man beard woman sunglasses standing front liquor store,man woman buying beer
2,man woman stand one way road front red stuccoed building,two people stand road building
0,man woman stand one way road front red stuccoed building,man woman standing sidewalk outside subway station
1,man woman stand one way road front red stuccoed building,married couple stand road outside farmhouse
1,two people look toward camera cross street front red building sign saying royal,two men cross street
0,two people look toward camera cross street front red building sign saying royal,two sister relax pool
2,two people look toward camera cross street front red building sign saying royal,red building sign
1,man blue striped shirt jeans along woman brown shirt walking across street,man sister cross street meet parents
0,man blue striped shirt jeans along woman brown shirt walking across street,man wearing striped shirt woman wearing polka dotted shirt cross street
2,man blue striped shirt jeans along woman brown shirt walking across street,two people walking street
2,two guys two girls playing casino game,people playing game
0,two guys two girls playing casino game,one guy twenty girls shooting guns
1,two guys two girls playing casino game,two guys two girls double date
0,man woman look left near liquor store,man woman sleeping bed
2,man woman look left near liquor store,man woman near liquor store
1,man woman look left near liquor store,husband wife near liquor store
1,man dressed pirate stands next man playing saxophone well man playing accordion viewers watch,men local comedy act new comedy club
2,man dressed pirate stands next man playing saxophone well man playing accordion viewers watch,three men picture
0,man dressed pirate stands next man playing saxophone well man playing accordion viewers watch,men best friends trying settle bet better swimming
1,saxophone player dressed blue sweatshirt accordion player entertain people street including pirate,sax player plays money street
2,saxophone player dressed blue sweatshirt accordion player entertain people street including pirate,sax player entertains people
0,saxophone player dressed blue sweatshirt accordion player entertain people street including pirate,drummer plays street
2,man dressed pirate listens crowd band playing,man dressed pirate
1,man dressed pirate listens crowd band playing,pirates put concert
0,man dressed pirate listens crowd band playing,girl cries loud
0,eclectic group musicians actors perform group tourists,monkey eating banana
1,eclectic group musicians actors perform group tourists,musicians actors improvising
2,eclectic group musicians actors perform group tourists,tourist watching performance
1,musicians playing crowd people street,street long
2,musicians playing crowd people street,people
0,musicians playing crowd people street,street people
0,woman umbrella following car billboard,man billboard
1,woman umbrella following car billboard,woman advertisement
2,woman umbrella following car billboard,woman billboard
2,young man trick skateboard somewhat crowded park area,young man skateboarding
1,young man trick skateboard somewhat crowded park area,young man trick skateboard audience
0,young man trick skateboard somewhat crowded park area,young man diving pool
2,muzzled greyhounds racing track,dogs race track
1,muzzled greyhounds racing track,dogs racing practice big competition coming
0,muzzled greyhounds racing track,muzzled greyhouds eating kibbles n bits cereal bowl
1,dogs race muddy track,dogs greyhounds
2,dogs race muddy track,track muddy
0,dogs race muddy track,track dry
1,race dogs midair run,huskies racing iditarod
0,race dogs midair run,fish swimming circles
2,race dogs midair run,dogs racing
2,boy green sweatshirt blue jeans performs trick skateboard spectators background looking,young man rides skateboard
1,boy green sweatshirt blue jeans performs trick skateboard spectators background looking,skateboarder performs judges
0,boy green sweatshirt blue jeans performs trick skateboard spectators background looking,piano player finishes piece music
0,male green sweatshirt blue jeans skateboard trick tiled outdoor surface along river walk,man riding bike park
2,male green sweatshirt blue jeans skateboard trick tiled outdoor surface along river walk,skateboarder trick
1,male green sweatshirt blue jeans skateboard trick tiled outdoor surface along river walk,skateboarder grinding along river walk
2,man hoodie ollie skateboard people park background,people standing near man ollie
2,man hoodie ollie skateboard people park background,man skating
1,man hoodie ollie skateboard people park background,people park watching skateboarder
2,man hoodie ollie skateboard people park background,man park
2,man hoodie ollie skateboard people park background,man rides skateboard
0,man hoodie ollie skateboard people park background,man riding bike fast lane
0,man hoodie ollie skateboard people park background,man asleep front cozy fire
0,man hoodie ollie skateboard people park background,man tux rides cab
2,man hoodie ollie skateboard people park background,man skateboarding near park
0,man hoodie ollie skateboard people park background,skateboard ground
1,man hoodie ollie skateboard people park background,man skilled skateboarder
1,man hoodie ollie skateboard people park background,man never done trick
1,man hoodie ollie skateboard people park background,man ripped jeans skateboards
1,man hoodie ollie skateboard people park background,man good skateboard
0,man hoodie ollie skateboard people park background,man sitting skateboard
2,man green hoodie trying trick skateboard park,man green
1,man green hoodie trying trick skateboard park,man white
0,man green hoodie trying trick skateboard park,man nude
2,little redheaded boy looking toy train,little boy watching toy train
0,little redheaded boy looking toy train,little boy playing catch
1,little redheaded boy looking toy train,little boy playing toy train
1,woman sits stone wall talks phone,woman talking sister phone
0,woman sits stone wall talks phone,woman reading newspaper
2,woman sits stone wall talks phone,woman talking phone
1,group people pointing,group people pointing towards commotion happening street
0,group people pointing,group people sitting hands folded
2,group people pointing,couple people arm extended
0,two women sitting rock next open field,two women dancing
2,two women sitting rock next open field,two women sitting rock
1,two women sitting rock next open field,two women taking break running mile
1,boy wearing blue short standing traffic signal pole,boy carrying school books
0,boy wearing blue short standing traffic signal pole,boy wearing red shorts inside classroom
2,boy wearing blue short standing traffic signal pole,boy wearing article clothing
0,young kid skateboarding skate park,boy afraid skating
1,young kid skateboarding skate park,theres kid skateboarding road
2,young kid skateboarding skate park,boy playing skate park
2,three people sitting curb asian city,group people outside sitting
1,three people sitting curb asian city,group people talking weather
0,three people sitting curb asian city,group dogs riding car
1,lots people sitting blankets lawn chairs grass,lots people sitting blanket watch movie
2,lots people sitting blankets lawn chairs grass,lots people sitting blankets
0,lots people sitting blankets lawn chairs grass,one person sitting blanket
1,young girl playing streamers,girl outside
2,young girl playing streamers,girl playing
0,young girl playing streamers,boy playing basketball
2,girl twirling long colorful streamers,girl twirling streamers
0,girl twirling long colorful streamers,boy twilring streamers
1,girl twirling long colorful streamers,girl twirling rainbow streamers
0,girl pink shirt twirling ribbon,boy playing ribbon
1,girl pink shirt twirling ribbon,girl practicing
2,girl pink shirt twirling ribbon,girl playing ribbon
1,girl wearing bright pink top spinning colorful ribbon around body,girl puts show family
2,girl wearing bright pink top spinning colorful ribbon around body,girl pink top spins ribbon
0,girl wearing bright pink top spinning colorful ribbon around body,boy blue shirt spins
0,little girl pink shirt jean skirt playing ribbon wand outside,girl red shirt
2,little girl pink shirt jean skirt playing ribbon wand outside,girl pink shirt
1,little girl pink shirt jean skirt playing ribbon wand outside,girl blonde
0,skier flies air,snowboarder watching sights
1,skier flies air,skier control tumbling air
2,skier flies air,skier left ground airborne
0,man skiing gear airborne,naked man airborne
2,man skiing gear airborne,man skiing gear
1,man skiing gear airborne,man jumping skis
2,skier airborne front trees,someone skiing
1,skier airborne front trees,skier near end run
0,skier airborne front trees,two men play basketball
0,skier colorful clothes midair wintry scene,skier sitting bench
1,skier colorful clothes midair wintry scene,skier sky lodge get hot chocolate
2,skier colorful clothes midair wintry scene,skier dressed warm winter conditions
1,woman sitting concrete reading book barefoot,young woman sitting reading
2,woman sitting concrete reading book barefoot,person reading
0,woman sitting concrete reading book barefoot,little boy playing jungle gym
1,man skiing midair,man yelling midair
2,man skiing midair,man outdoors
0,man skiing midair,man parachuting midair
1,black dog brown dog close together,two dogs playing together
2,black dog brown dog close together,two dogs
0,black dog brown dog close together,two cats sleeping
2,one brown one mostly black dog either playing fighting,two dogs together
1,one brown one mostly black dog either playing fighting,dogs playing toy
0,one brown one mostly black dog either playing fighting,one dog sat alone
2,two dogs face face dirt road,two dogs facing
0,two dogs face face dirt road,two dogs chasing cat
1,two dogs face face dirt road,two dogs fighting
2,brown dog black dog dirt path,two dogs outdoors
1,brown dog black dog dirt path,human walking two dogs
0,brown dog black dog dirt path,two dogs walking city street
2,woman playing oversize checkers board,woman plays giant blackandred checkerboard
0,woman playing oversize checkers board,kid plays speed checkers buddy tiny magnetic checkerboard
1,woman playing oversize checkers board,woman musician plays guitar strolling along giant blackandred checkerboard floor
0,woman plays extra large game checkers,woman plays extra large game chess
2,woman plays extra large game checkers,woman playing board game
1,woman plays extra large game checkers,woman contest chance play blown size game checkers
2,person playing large version checkers deck overlooking water,someone playing game outdoors
0,person playing large version checkers deck overlooking water,person standing watching boats binoculars
1,person playing large version checkers deck overlooking water,person wearing baseball cap playing large version checkers deck overlooking water
0,someone placing pieces large checkerboard,man dealing cards
1,someone placing pieces large checkerboard,winner setting next game checkers
2,someone placing pieces large checkerboard,checkers game
1,little boy looking train set,train set excited game kids
0,little boy looking train set,boy playing
2,little boy looking train set,boy thinking pf train set
0,blond woman practices belly dancing outfit,woman laying sun
1,blond woman practices belly dancing outfit,woman dancing audience money
2,blond woman practices belly dancing outfit,woman wearing clothes moving around
2,lady bowling right leg pointing towards back,lady bowling leg pointing back
0,lady bowling right leg pointing towards back,lady bowling drinks soda
2,lady bowling right leg pointing towards back,lady bowling one legs pointing back
2,belly dancer wearing red gold costume stands arms head,dancer poses
0,belly dancer wearing red gold costume stands arms head,gorilla dressed belly dancer overturns table
1,belly dancer wearing red gold costume stands arms head,belly dancer wearing red gold costume stands pose dancing
2,blond woman decorated matching red skirt top standing field,women outdoors
1,blond woman decorated matching red skirt top standing field,women outdoors playing sports
0,blond woman decorated matching red skirt top standing field,women outdoors running outdoors
0,dancer red costume hands raised form shape,basketball player makes shot
1,dancer red costume hands raised form shape,dancer performs onstage crowd
2,dancer red costume hands raised form shape,dancer posed position
1,woman dressed red costume belly dances among spectators,woman belly dances job
2,woman dressed red costume belly dances among spectators,woman belly dances
0,woman dressed red costume belly dances among spectators,man belly dances
1,youngster plays toy,toys played person
2,youngster plays toy,youths plays toys
0,youngster plays toy,person walking beach
1,person green hat laying ground,person sleep
0,person green hat laying ground,person wearing blue hat
2,person green hat laying ground,person wearing green hat
0,boy smiles loads toy fake bullets,boy plays toy car
2,boy smiles loads toy fake bullets,boy plays toy gun
1,boy smiles loads toy fake bullets,boy plays cops robbers friends
2,smiling young boy loads foam gun darts,smiling young boy playing toy gun
0,smiling young boy loads foam gun darts,smiling young boy loads pellet gun
1,smiling young boy loads foam gun darts,smiling young boy playing new birthday present
2,young man black shirt gray pants smiling looking plays yellow blue toy dark,young man plays toy dark
0,young man black shirt gray pants smiling looking plays yellow blue toy dark,young man plays violin school play
1,young man black shirt gray pants smiling looking plays yellow blue toy dark,young black man plays toy dark
2,little boy black tshirt plays toy nerf gun,little boy black plays toy gun
0,little boy black tshirt plays toy nerf gun,little boy red plays dog
1,little boy black tshirt plays toy nerf gun,little boy playing present
1,group people adult children stand around bunch sheep,bunch parents children look shorn sheep
2,group people adult children stand around bunch sheep,crowd people stand around farm animals
0,group people adult children stand around bunch sheep,lone teenager tends sheep
1,group old young people standing dirt field herd sheep deep blue sky,group old young people standing dirt field
0,group old young people standing dirt field herd sheep deep blue sky,group people running snow
2,group old young people standing dirt field herd sheep deep blue sky,group old young people standing dirt field herd sheep
2,three kids parents tending pack sheep,kids parents care herd sheep
0,three kids parents tending pack sheep,kids walking dogs
1,three kids parents tending pack sheep,kids learning parents
1,four children woman tending sheep arid location,family works sheep farm australia
0,four children woman tending sheep arid location,man pets horse
2,four children woman tending sheep arid location,five people tend sheep
2,group people around heard sheep,group people around sheep
1,group people around heard sheep,group older people around sheep
0,group people around heard sheep,one person around sheep
0,man beret looks window vehicle,man isnt wearing hat
1,man beret looks window vehicle,man soldier
2,man beret looks window vehicle,man wearing beret
2,boy gun range aims shoots,lad fires weapon
0,boy gun range aims shoots,two men shoot tyrant head precision accuracy
1,boy gun range aims shoots,boy aims target
0,conductor train leans window looks right another man inside carriage looks towards gauges,conductor train seated comfortable man carriage steps train
0,conductor train leans window looks right another man inside carriage looks towards gauges,people watch train go
1,conductor train leans window looks right another man inside carriage looks towards gauges,conductor making sure train right track
2,conductor train leans window looks right another man inside carriage looks towards gauges,two people train looking different things
2,conductor train leans window looks right another man inside carriage looks towards gauges,people train
2,conductor train leans window looks right another man inside carriage looks towards gauges,people run train
0,man conductors hat sticks head window leans windowsill train,dog sticks head window car
1,man conductors hat sticks head window leans windowsill train,man sticks head window
2,man conductors hat sticks head window leans windowsill train,man hat train
2,train conductor looking window black train worker looks gauges,conductor looking outside
1,train conductor looking window black train worker looks gauges,conductor looking window train
0,train conductor looking window black train worker looks gauges,conductor looking manual
0,man hanging window train wearing black jacket hat,man copilot airplane
2,man hanging window train wearing black jacket hat,man train
1,man hanging window train wearing black jacket hat,man train conductor
2,little boy hits baseball family watches,little boy makes family proud
0,little boy hits baseball family watches,boy scores goal playing soccer sister
1,little boy hits baseball family watches,little boy hits home run mom dad cheer
0,boy black shirt red batting helmet swinging bat ball ball field,woman grades paper
1,boy black shirt red batting helmet swinging bat ball ball field,boy trying baseball team
2,boy black shirt red batting helmet swinging bat ball ball field,boy swinging bat
0,little boy batting red helmet,boy reading story book library
2,little boy batting red helmet,little boy batting wearing red helmet
1,little boy batting red helmet,little school boy california batting
1,boy red helmet hits ball bat,boy playing baseball
0,boy red helmet hits ball bat,boy playing volleyball
2,boy red helmet hits ball bat,boy playing game
2,woman suv looks crying fatherly figure places hand cheek reassurance,man reassuring crying woman
1,woman suv looks crying fatherly figure places hand cheek reassurance,woman got car accident
0,woman suv looks crying fatherly figure places hand cheek reassurance,woman playing park children
1,young lady comforted man seen something sad made cry,lady wife
1,young lady comforted man seen something sad made cry,young lady crying saw dog get hit car
2,young lady comforted man seen something sad made cry,lady crying
0,young lady comforted man seen something sad made cry,woman laughing
2,young lady comforted man seen something sad made cry,lady comforted
0,young lady comforted man seen something sad made cry,lady happy
1,young lady comforted man seen something sad made cry,woman funeral
0,young lady comforted man seen something sad made cry,lady asleep work
2,young lady comforted man seen something sad made cry,woman crying
2,young lady comforted man seen something sad made cry,woman tears eyes
2,young lady comforted man seen something sad made cry,young lady crying
1,young lady comforted man seen something sad made cry,man comforting wife
0,young lady comforted man seen something sad made cry,young lady didnt see anything
1,young lady comforted man seen something sad made cry,lady found dog died
0,young lady comforted man seen something sad made cry,lady alone happy watching movie
2,man blue plaid shirt comforting crying woman black truck,man comforts crying woman
1,man blue plaid shirt comforting crying woman black truck,man comforts girlfriend
0,man blue plaid shirt comforting crying woman black truck,woman comforts crying man
2,man blue white shirt shows concern girl suv,humans interacting
0,man blue white shirt shows concern girl suv,man running ground
1,man blue white shirt shows concern girl suv,man shows something woman
0,older man sitting outside sun watching something umbrella,man indoors
1,older man sitting outside sun watching something umbrella,man park
2,older man sitting outside sun watching something umbrella,older man outside
2,four men stage performing music,men making noise
1,four men stage performing music,men barbershop quartet
0,four men stage performing music,men silently praying church
0,older couple covered shadows bridge,lion eats bird
0,older couple covered shadows bridge,couple near big building
2,older couple covered shadows bridge,couple covered shadows
1,man woman standing covered patio sun beaming trellis slats,two people standing sun newly constructed patio
2,man woman standing covered patio sun beaming trellis slats,two people standing
0,man woman standing covered patio sun beaming trellis slats,two people dancing snow
1,two elderly people dimly lit area,two elderly people dark alley
0,two elderly people dimly lit area,two elderly people hit spotlights
2,two elderly people dimly lit area,elderly people dark area
2,older man wearing vest looking dumpster,old man looking dumpster
1,older man wearing vest looking dumpster,old man accidentally dropped wallet dumpster
0,older man wearing vest looking dumpster,old man sitting table reading book
2,young boy holding baby rundown area,boy baby
0,young boy holding baby rundown area,boy holding dog
1,young boy holding baby rundown area,boy holding sibling
1,two young adults rodeo one helping fix injury arm brief ride,one adult hurt ride took
0,two young adults rodeo one helping fix injury arm brief ride,two young adults playing basketball
2,two young adults rodeo one helping fix injury arm brief ride,two young adults rodeo
1,two young adults rodeo one helping fix injury arm brief ride,one trying fix arm injury co another ride
1,two young adults rodeo one helping fix injury arm brief ride,young adult helps another injured bull rodeo
0,two young adults rodeo one helping fix injury arm brief ride,rodeo safe place occupants
1,two young adults rodeo one helping fix injury arm brief ride,one mending arm trained medic
2,two young adults rodeo one helping fix injury arm brief ride,two young adults horse event
2,two young adults rodeo one helping fix injury arm brief ride,people rodeo
1,two young adults rodeo one helping fix injury arm brief ride,two young adults want ride horses
0,two young adults rodeo one helping fix injury arm brief ride,two young adults waterpark
0,two young adults rodeo one helping fix injury arm brief ride,bull escapes rodeo
2,two young adults rodeo one helping fix injury arm brief ride,young adult helps another injury rodeo
2,two young adults rodeo one helping fix injury arm brief ride,two aduts rodeo
0,two young adults rodeo one helping fix injury arm brief ride,bull jumping crowd rodeo
0,cowboy rodeo puts bandage forearm getting ready ride,cowboy going milk cows
2,cowboy rodeo puts bandage forearm getting ready ride,cowboy bandage arm
1,cowboy rodeo puts bandage forearm getting ready ride,cowboy hurt arm shooting gun
0,young woman drilling holes rock impact drill,daffy duck pasta chef
1,young woman drilling holes rock impact drill,rock hard
2,young woman drilling holes rock impact drill,woman drills rock
1,young boy holds small dirty girl lap wrapping jacket,little girl boys sister
2,young boy holds small dirty girl lap wrapping jacket,little boy taking care young girl
0,young boy holds small dirty girl lap wrapping jacket,little boy giving little girl bubble bath
2,two small children poor conditions trying survive elements,childreen poor
0,two small children poor conditions trying survive elements,children wealthy
1,two small children poor conditions trying survive elements,children siblings
1,young boy holds infant appears distraught,young boy holds crying baby needs diaper change
2,young boy holds infant appears distraught,young boy holds crying baby
0,young boy holds infant appears distraught,young boy sits next crying baby
0,brother holding younger brother outside cold air,brother sister pair
2,brother holding younger brother outside cold air,two brothers
1,brother holding younger brother outside cold air,winter
1,old man wit straw hat umbrella smiling sitting watching something distance,hat dirty
0,old man wit straw hat umbrella smiling sitting watching something distance,hat made clay
2,old man wit straw hat umbrella smiling sitting watching something distance,straw hat
2,three cheerleaders rooting team,cheerleaders show team support
0,three cheerleaders rooting team,cheerleaders taking break
1,three cheerleaders rooting team,one cheerleaders male
0,young boy wearing red shirt yellow writing red sports cap squatted shallow water touching yellow pail filled sand,little kid red shirt yellow letters stood foot stool reach hands dirty water sink
1,young boy wearing red shirt yellow writing red sports cap squatted shallow water touching yellow pail filled sand,trying get attention parents little redshirted imp continued dig handfuls sand yellow bucket hurl people lying beach
2,young boy wearing red shirt yellow writing red sports cap squatted shallow water touching yellow pail filled sand,young boy red shirt finger touching sand filled yellow pail
1,bride groom embracing,two people got married
0,bride groom embracing,two people swimming
2,bride groom embracing,bride groom holding eachother
2,four snowsuit clad children climb snowy hillside,four children outside snow
0,four snowsuit clad children climb snowy hillside,summertime warm outside
1,four snowsuit clad children climb snowy hillside,children going sledding
0,four children climbing snow covered hill,four children climb icy palace norwegian countryside
1,four children climbing snow covered hill,four children climbing snow covered hill
2,four children climbing snow covered hill,four children climbing snowy hill
1,four kids climb snowy hill one struggles,kids climbing hill covered snow school vacation
2,four kids climb snowy hill one struggles,kids climbing hill covered snow
0,four kids climb snowy hill one struggles,kids playing sand
1,woman wearing white gown man wearing gray suit embracing,bride hugging groom
2,woman wearing white gown man wearing gray suit embracing,woman wearing white gown
0,woman wearing white gown man wearing gray suit embracing,dog eating
1,bride groom stand together front wooden fence,newlyweds photo taken
2,bride groom stand together front wooden fence,man woman outside
0,bride groom stand together front wooden fence,bride walking aisle greet groom
1,bride groom standing front fence,bride blonde hair
0,bride groom standing front fence,bride groom dancing hotel
2,bride groom standing front fence,bride groom stand near fence
1,man crosses busy city street,man almost gets hit car
0,man crosses busy city street,man runs across road without paying attention traffic
2,man crosses busy city street,man makes way traffic foot
